name,lat,lng,desc,link,type,country_en
丹麦 - Aasivissuit – Nipisat。冰与海之间的因纽特人狩猎场,67.0639305556,-51.4332055556,"该遗产位于西格陵兰岛中部的北极圈内，蕴藏着 4,200 年人类历史的遗迹。它是一种文化景观，见证了其创造者对陆地和海洋动物的狩猎、季节性迁徙以及与气候、航海和医学相关的丰富且保存完好的物质和非物质文化遗产。该地产的特色包括大型冬季房屋和驯鹿狩猎的证据，以及来自 P 的考古遗址。...",https://whc.unesco.org/en/list/1557,building,Denmark
丹麦 - 耶灵土丘、符文石和教堂,55.7563888900,9.4200000000,耶林墓丘和其中一块符文石是北欧异教文化的显着例子，而另一块符文石和教堂则说明了丹麦人民在 10 世纪中叶的基督教化。...,https://whc.unesco.org/en/list/697,building,Denmark
丹麦 - 伊卢利萨特冰峡湾,69.1333333300,-49.5000000000,格陵兰岛伊卢利萨特冰峡湾位于格陵兰岛西海岸，距北极圈以北 250 公里，是 Sermeq Kujalleq 的入海口，是格陵兰岛冰盖通往大海的少数冰川之一。 Sermeq Kujalleq 冰川是世界上速度最快、最活跃的冰川之一。它每年生成超过 35 平方公里的冰，即占格陵兰岛所有生成冰产量的 10%，比南极洲以外的任何其他冰川都多。经过 250 多年的研究，它帮助我们发展了联合国...,https://whc.unesco.org/en/list/1149,nature,Denmark
丹麦 - 维京时代的环形堡垒,55.3913888889,10.3891666666,这五个考古遗址由具有统一几何设计的巨大环形维京时代堡垒系统组成。阿格斯堡、菲尔卡特、农尼巴肯、特雷勒堡和博格林的堡垒建于公元 970 年至 980 年左右，战略位置靠近重要的陆地和海上路线，每个堡垒都利用周围景观的自然地形进行防御。它们是耶林王朝集权的象征...,https://whc.unesco.org/en/list/1660,building,Denmark
丹麦 - 蒙斯·克林特,54.9791666667,12.4983333333,该地产拥有由更新世冰川塑造的引人注目的冰川构造景观，包括白垩悬崖、连绵起伏的丘陵、卡米和水壶地形以及冲积平原。可见的悬崖横截面揭示了白垩纪白垩纪和第四纪沉积物的强烈褶皱和断层。该地区拥有钙质草原和山毛榉森林等稀有栖息地，栖息着多种动植物，包括 18 种兰花和几乎受到威胁的大蓝蝴蝶。不断侵蚀...,https://whc.unesco.org/en/list/1728,nature,Denmark
多米尼克 - 莫恩·特洛伊斯·皮通斯国家公园,15.3311130000,-61.3066100000,"这个国家公园以海拔 1,342 米的 Morne Trois Pitons 火山为中心，郁郁葱葱的天然热带森林与风景优美的火山地貌融为一体，极具科学价值。 Morne Trois Pitons 国家公园占地近 7,000 公顷，拥有陡峭的山坡和深切的山谷、50 个喷气孔、温泉、三个淡水湖、一个“沸腾湖”和五座火山，以及小安的列斯群岛最丰富的生物多样性，呈现出罕见的自然与自然景观组合。...",https://whc.unesco.org/en/list/814,nature,Dominica
多明尼加共和国 - 圣多明各殖民城市,18.4723940000,-69.8858410000,1492 年克里斯托弗·哥伦布 (Christopher Columbus) 抵达该岛后，圣多明各成为美洲第一座大教堂、医院、海关和大学的所在地。这座殖民城镇成立于 1498 年，其布局呈网格状，成为新世界几乎所有城镇规划者的典范。...,https://whc.unesco.org/en/list/526,building,Dominican Republic
厄瓜多尔 - 加拉帕戈斯群岛,-0.6898600000,-90.5013190000,"这 19 个岛屿位于太平洋，距南美大陆约 1,000 公里，及其周围的海洋保护区被称为独特的“活生生的博物馆和进化的展示”。加拉帕戈斯群岛位于三大洋流的交汇处，是海洋物种的“熔炉”。持续不断的地震和火山活动反映了岛屿的形成过程。这些过程，加上岛屿的极端孤立，导致了不寻常动物的发展...",https://whc.unesco.org/en/list/1,nature,Ecuador
厄瓜多尔 - 基多市,-0.2200000000,-78.5120833333,"厄瓜多尔首都基多建于16世纪，建于印加城市废墟上，海拔2,850米。尽管发生了 1917 年地震，这座城市仍然拥有拉丁美洲保存最完好、变化最小的历史中心。旧金山和圣多明各的修道院，以及拉孔帕尼亚教堂和耶稣会学院，其内部装饰丰富，是“基多巴洛克学派”的纯粹典范，融合了西班牙、意大利、摩尔、佛兰德和本土艺术。...",https://whc.unesco.org/en/list/2,building,Ecuador
厄瓜多尔 - 桑盖国家公园,-1.8333300000,-78.3333300000,该公园拥有出色的自然美景和两座活火山，展示了从热带雨林到冰川的整个生态系统，白雪皑皑的山峰与平原的森林形成鲜明对比。它的与世隔绝促进了山貘和安第斯秃鹰等本土物种的生存。...,https://whc.unesco.org/en/list/260,nature,Ecuador
厄瓜多尔 - 圣安娜德洛斯里奥斯德昆卡历史中心,-2.8974470000,-79.0043820000,圣安娜德洛斯里奥斯德昆卡 (Santa Ana de los Ríos de Cuenca) 坐落在厄瓜多尔南部安第斯山脉环绕的山谷中。这座内陆殖民城镇 (entroterra ) 现在是该国的第三座城市，根据西班牙国王查理五世 30 年前颁布的严格规划准则于 1557 年建立。昆卡仍然遵守 400 年来一直遵循的正式正交城镇规划。它是该地区的农业和行政中心之一，一直是当地和移民人口的熔炉...,https://whc.unesco.org/en/list/863,building,Ecuador
埃及 - 孟菲斯及其墓地——从吉萨到代赫舒尔的金字塔区,29.8555000000,31.2610555556,埃及古王国的首都拥有一些非凡的丧葬古迹，包括岩石坟墓、华丽的马斯塔巴、寺庙和金字塔。在古代，该遗址被认为是世界七大奇迹之一。...,https://whc.unesco.org/en/list/86,building,Egypt
埃及 - 古代底比斯及其墓地,25.6998611111,32.6390277777,底比斯是阿蒙神的城市，是中新王国时期埃及的首都。底比斯拥有卡纳克神庙和卢克索神庙和宫殿，以及帝王谷和皇后谷的墓地，是埃及文明鼎盛时期的惊人见证。...,https://whc.unesco.org/en/list/87,building,Egypt
埃及 - 从阿布辛贝到菲莱的努比亚纪念碑,22.3372222222,31.6258055556,这个著名的考古区拥有阿布辛贝的拉美西斯二世神庙和菲莱的伊希斯圣殿等宏伟的古迹，由于联合国教科文组织在 1960 年至 1980 年发起的国际运动，这些古迹从尼罗河上涨的水流中被拯救出来。...,https://whc.unesco.org/en/list/88,building,Egypt
埃及 - 历史悠久的开罗,30.0066666667,31.2334444444,隐藏在开罗现代城区中的是世界上最古老的伊斯兰城市之一，拥有著名的清真寺、宗教学校、土耳其浴室和喷泉。它始建于10世纪，成为伊斯兰世界的新中心，并在14世纪达到其黄金时代。...,https://whc.unesco.org/en/list/89,building,Egypt
埃及 - 阿布梅纳,30.8358333333,29.6666666700,这座早期基督教圣城的教堂、洗礼堂、巴西利卡、公共建筑、街道、修道院、房屋和作坊均建在亚历山大烈士梅纳斯 (Menas of Alexandria) 的坟墓上，梅纳斯死于公元 296 年。...,https://whc.unesco.org/en/list/90,building,Egypt
埃及 - 圣凯瑟琳地区,28.5562300000,33.9754300000,圣凯瑟琳东正教修道院坐落在何烈山山脚下，旧约记载，摩西在这里接受了律法书简。这座山被穆斯林称为穆萨山（Jebel Musa）。整个地区是世界三大宗教的圣地：基督教、伊斯兰教和犹太教。该修道院建于六世纪，是至今仍在使用其最初功能的最古老的基督教修道院。它的城墙和建筑对于研究拜占庭建筑和现代建筑具有重要意义。...,https://whc.unesco.org/en/list/954,building,Egypt
埃及 - Wadi Al-Hitan（鲸鱼谷）,29.3333300000,30.1833300000,Wadi Al-Hitan 鲸鱼谷位于埃及西部沙漠，蕴藏着最早、现已灭绝的鲸鱼亚目古鲸的宝贵化石遗骸。这些化石代表了进化的主要故事之一：鲸鱼从前世是陆生动物，转变为远洋哺乳动物。这是世界上展示这一进化阶段的最重要的地点。它生动地描绘了这些鲸鱼在转变过程中的形态和生活。这...,https://whc.unesco.org/en/list/1186,nature,Egypt
萨尔瓦多 - 霍亚德塞伦考古遗址,13.8275000000,-89.3691666700,霍亚·德·塞伦 (Joya de Cerén) 是一个前西班牙农业社区，与意大利的庞贝城和赫库兰尼姆一样，被埋在公元 1977 年拉古纳火山喷发的火山喷发之下。公元 600 年。由于遗骸的特殊状况，它们让我们得以深入了解当时在这片土地上劳作的中美洲人民的日常生活。...,https://whc.unesco.org/en/list/675,building,El Salvador
厄立特里亚 - 阿斯马拉：现代主义非洲城市,15.3352777778,38.9358333333,"厄立特里亚首都海拔超过 2,000 米，从 1890 年代起发展为意大利殖民列强的军事前哨。 1935 年之后，阿斯马拉经历了大规模的建设计划，将当时的意大利理性主义风格应用于政府大楼、住宅和商业建筑、教堂、清真寺、犹太教堂、电影院、酒店等。该地产涵盖了 1893 年至 194 年间不同阶段规划所形成的城市区域...",https://whc.unesco.org/en/list/1550,building,Eritrea
爱沙尼亚 - 塔林历史中心（老城区）,59.4370000000,24.7400000000,塔林的起源可以追溯到 13 世纪，当时条顿骑士团的十字军骑士在那里建造了一座城堡。它发展成为汉萨同盟的主要中心，其财富体现在公共建筑（尤其是教堂）和商人房屋的内部建筑的富丽堂皇上，尽管在随后的几个世纪中遭受了火灾和战争的破坏，但这些建筑仍然在很大程度上幸存下来。...,https://whc.unesco.org/en/list/822,building,Estonia
埃塞俄比亚 - 四面国家公园,13.1833333333,38.0666666667,"埃塞俄比亚高原多年来的大规模侵蚀创造了世界上最壮观的景观之一，这里有锯齿状的山峰、深谷和落差约 1,500 米的陡峭悬崖。该公园是一些极其稀有动物的家园，例如狒狒、西门狐和瓦利亚野山羊（一种世界上其他地方都没有的山羊）。...",https://whc.unesco.org/en/list/9,nature,Ethiopia
埃塞俄比亚 - 阿瓦什河谷下游,11.1000600000,40.5793900000,阿瓦什山谷是非洲大陆最重要的古生物遗址群之一。该遗址发现的遗骸，其中最古老的遗骸可以追溯到至少 400 万年前，提供了人类进化的证据，改变了我们对人类历史的看法。最壮观的发现发生在 1974 年，当时 52 块骨架碎片使著名的露西号得以重建。...,https://whc.unesco.org/en/list/10,building,Ethiopia
埃塞俄比亚 - 蒂亚,8.4349100000,38.6121000000,蒂亚是迄今为止在亚的斯亚贝巴南部索多地区发现的约 160 个考古遗址中最重要的遗址之一。该遗址有 36 座纪念碑，其中 32 块刻有符号的石碑，其中大部分难以辨认。它们是古代埃塞俄比亚文化的遗迹，其年代尚未准确确定。...,https://whc.unesco.org/en/list/12,building,Ethiopia
埃塞俄比亚 - 阿克苏姆,14.1301900000,38.7186100000,阿克苏姆古城遗址位于埃塞俄比亚北部边境附近。它们标志着古代埃塞俄比亚的中心位置，当时阿克苏姆王国是东罗马帝国和波斯之间最强大的国家。这些巨大的遗址可追溯至公元 1 世纪至 13 世纪，包括巨型方尖碑、巨型石碑、皇家陵墓和古城堡遗址。在十世纪政治衰落很久之后，埃塞俄比亚皇帝仍然继续加冕...,https://whc.unesco.org/en/list/15,building,Ethiopia
埃塞俄比亚 - 奥莫河谷下游,4.8000000000,35.9666666700,奥莫河下游山谷是图尔卡纳湖附近的史前遗址，举世闻名。那里发现的许多化石，尤其是纤细人化石，对于人类进化的研究具有根本性的重要性。...,https://whc.unesco.org/en/list/17,building,Ethiopia
埃塞俄比亚 - 岩石凿成的教堂，拉利贝拉,12.0333333333,38.8166666667,这座 13 世纪的“新耶路撒冷”由 11 座中世纪整体洞穴教堂组成，位于埃塞俄比亚中部的山区，靠近一个拥有圆形住宅的传统村庄。拉利贝拉是埃塞俄比亚基督教的圣地，至今仍是朝圣和虔诚的地方。...,https://whc.unesco.org/en/list/18,building,Ethiopia
埃塞俄比亚 - 贡德尔地区法西尔盖比,12.6079090000,37.4697000000,在 16 世纪和 17 世纪，要塞城市法西尔盖比 (Fasil Ghebbi) 是埃塞俄比亚皇帝法西里德斯 (Fasilides) 及其继承者的住所。这座城市被 900 米长的城墙包围，拥有宫殿、教堂、修道院以及独特的公共和私人建筑，这些建筑受印度教和阿拉伯影响，后来被耶稣会传教士带到贡德尔的巴洛克风格所改造。...,https://whc.unesco.org/en/list/19,building,Ethiopia
埃塞俄比亚 - 哈拉尔朱戈尔 (Harar Jugol)，历史悠久的防御小镇,9.3088888888,42.1377777777,历史悠久的古镇哈勒尔位于该国东部高原上，峡谷深邃，周围环绕着沙漠和稀树草原。这座穆斯林圣城周围的城墙建于 13 世纪至 16 世纪之间。哈勒尔朱戈尔 (Harar Jugol) 据说是伊斯兰教第四圣城，拥有 82 座清真寺，其中三座建于 10 世纪，还有 102 座神殿，但其独特的室内设计的联排别墅构成了哈勒尔文化遗产中最壮观的部分...,https://whc.unesco.org/en/list/1189,building,Ethiopia
埃塞俄比亚 - 孔索文化景观,5.3000000000,37.4000000000,孔索文化景观是埃塞俄比亚孔索高地的一处干旱地区，由石墙梯田和防御工事定居点组成。它是一个活生生的文化传统的典范，可以追溯到 21 代人（400 多年），适应其干燥的敌对环境。该景观展示了社区的共同价值观、社会凝聚力和工程知识。该遗址还设有拟人化的木制雕像 - 分组代表受人尊敬的成员...,https://whc.unesco.org/en/list/1333,building,Ethiopia
埃塞俄比亚 - 吉德奥文化景观,6.2488888889,38.2877777778,该地产位于埃塞俄比亚主裂谷的东部边缘，位于埃塞俄比亚高地的陡峭悬崖上。它是一个农林业领域，采用多层耕作方式，种植大树，为主要粮食作物（主要粮食作物）提供庇护，其下种植咖啡和其他灌木。该地区人口稠密，吉德奥人的传统知识支持当地的森林管理。开垦的山坡内是当地社区传统上使用的神圣森林。...,https://whc.unesco.org/en/list/1641,building,Ethiopia
埃塞俄比亚 - 贝尔山国家公园,6.7977777778,39.7488888889,该地产保护着一幅异常美丽的马赛克景观，它是由古代熔岩倾泻、冰川作用和东非大裂谷的切割共同作用而形成的。它拥有火山峰峦、陡峭的悬崖、广阔的山谷、冰川湖泊、茂密的森林、深邃的峡谷和众多的瀑布，创造了非凡的自然美景。该地区在生态系统、物种和遗传水平上拥有多样化和独特的生物多样性，五条主要河流发源于...,https://whc.unesco.org/en/list/111,nature,Ethiopia
埃塞俄比亚 - 梅尔卡昆图尔和巴尔奇特：埃塞俄比亚高地地区的考古和古生物遗址,8.7034722222,38.5990833333,"该系列遗产位于埃塞俄比亚的阿瓦什河谷上游，是一组史前遗址，保存着包括脚印在内的考古和古生物学记录，证明该地区自 200 万年前就被古人类群体占领。这些遗址位于海拔约 2,000 至 2,200 米处，出土了直立人、海德堡人和古代智人化石，这些化石记录在年代明确的地层中，与火山岩制成的各种工具有关。...",https://whc.unesco.org/en/list/13,building,Ethiopia
斐济 - 莱武卡历史港口小镇,-17.6833777778,178.8345333333,该镇及其沿海滩的椰子树和芒果树中低矮的建筑是斐济的第一个殖民首都，于 1874 年割让给英国。它从 19 世纪初开始发展成为美国人和欧洲人的商业活动中心，他们在南太平洋岛屿土著居民的村庄周围建造了仓库、商店、港口设施、住宅以及宗教、教育和社会机构。这是晚期殖民港口城镇的罕见例子...,https://whc.unesco.org/en/list/1399,building,Fiji
芬兰 - Sammallahdenmäki 青铜时代墓地,61.1205600000,21.7775000000,这个青铜时代的墓地有 30 多个花岗岩墓葬石堆，让您可以以独特的方式了解三千年前北欧的丧葬习俗以及社会和宗教结构。...,https://whc.unesco.org/en/list/579,building,Finland
芬兰 - 芬兰堡要塞,60.1472200000,24.9872200000,这座堡垒由瑞典于 18 世纪下半叶在赫尔辛基港口入口处的一组岛屿上建造，是当时欧洲军事建筑的一个特别有趣的例子。...,https://whc.unesco.org/en/list/583,building,Finland
芬兰 - 佩泰耶韦西老教堂,62.2500000000,25.1833300000,位于芬兰中部的佩泰耶韦西老教堂 (Petäjävesi Old Church) 于 1763 年至 1765 年间用原木建成。这座路德教乡村教堂是斯堪的纳维亚半岛东部独特建筑传统的典型范例。它结合了文艺复兴时期集中规划的教堂概念和源自哥特式腹股沟拱顶的旧形式。...,https://whc.unesco.org/en/list/584,building,Finland
芬兰 - Verla 磨木和板材厂,61.0619400000,26.6408300000,韦尔拉磨木浆和纸板厂及其相关住宅区是 19 世纪和 20 世纪初在北欧和北美蓬勃发展的与纸浆、纸张和纸板生产相关的小规模农村工业聚落的一个保存非常完好的杰出例子。直到今天，只有少数这样的定居点幸存下来。...,https://whc.unesco.org/en/list/751,building,Finland
芬兰 - 老劳马,61.1280600000,21.5116700000,劳马位于博特尼亚湾，是芬兰最古老的港口之一。它围绕方济会修道院而建，15 世纪中叶的圣十字教堂至今仍矗立在那里，是北欧古木结构城市的杰出典范。尽管在 17 世纪末遭到火灾的破坏，但它仍然保留了古老的乡土建筑遗产。...,https://whc.unesco.org/en/list/582,building,Finland
法国 - 阿维尼翁历史中心：教皇宫殿、主教团和阿维尼翁桥,43.9527777800,4.8061111110,14世纪，这座位于法国南部的城市是教皇所在地。教皇宫 (Palais des Papes) 是一座外观朴素的堡垒，由西蒙·马蒂尼 (Simone Martini) 和马泰奥·乔瓦内蒂 (Matteo Giovanetti) 进行了奢华的装饰，它俯瞰着这座城市、周围的城墙和一座 12 世纪罗纳河上桥梁的遗迹。在这座哥特式建筑的杰出典范之下，小皇宫和巴黎圣母院罗马式大教堂组成了一组特殊的纪念碑，证明了主导作用...,https://whc.unesco.org/en/list/228,building,France
法国 - 波尔图湾：皮亚纳峡湾、吉罗拉塔湾、斯坎多拉保护区,42.3251944400,8.6288333330,该自然保护区是科西嘉岛地区自然公园的一部分，位于斯坎多拉半岛上，这是一个令人印象深刻的斑状岩体。植被是灌木丛的一个突出例子。那里可以看到海鸥、鸬鹚和海鹰。清澈的海水、小岛和难以进入的洞穴孕育着丰富的海洋生物。...,https://whc.unesco.org/en/list/258,nature,France
法国 - 卡尔卡松历史防御城,43.2070631000,2.3636562000,自前罗马时期以来，卡尔卡松现在所在的山上就存在一个防御工事的定居点。目前的形式是中世纪防御城镇的杰出典范，城堡和周围的建筑、街道和精美的哥特式大教堂周围都有巨大的防御工事。卡尔卡松也因其现代保护科学创始人之一维奥莱·勒·杜克 (Viollet-le-Duc) 进行的漫长的修复活动而具有特殊的重要性。...,https://whc.unesco.org/en/list/345,building,France
法国 - 兰斯圣母大教堂、前圣雷米修道院和塔乌宫,49.2540000000,4.0340000000,13世纪新建筑技术的出色处理，以及雕塑装饰与建筑的和谐结合，使兰斯圣母院成为哥特式艺术的杰作之一。这座前修道院仍然拥有美丽的 9 世纪中殿，里面埋葬着圣雷米大主教（440-533 年）的遗骸，他为法国国王制定了圣膏油礼。前大主教宫殿，称为 Tau 宫殿，在宗教仪式中发挥了重要作用...,https://whc.unesco.org/en/list/601,building,France
法国 - 米迪运河,43.6113888900,1.4163888890,这个长达 360 公里的通航水道网络通过 328 个建筑物（船闸、渡槽、桥梁、隧道等）连接地中海和大西洋，是现代土木工程最引人注目的壮举之一。它建于 1667 年至 1694 年间，为工业革命铺平了道路。其创造者 Pierre-Paul Riquet 对设计及其与周围环境的融合方式的精心设计，将一项技术成就变成了一件艺术品。...,https://whc.unesco.org/en/list/770,building,France
法国 - 里昂历史遗址,45.7672200000,4.8333300000,里昂的悠久历史是由罗马人于公元前一世纪建立的。作为三高卢的首都，自此以来一直在欧洲的政治、文化和经济发展中发挥着重要作用，其城市结构和各个时期的许多精美历史建筑生动地说明了这一点。...,https://whc.unesco.org/en/list/872,building,France
法国 - 普罗万，中世纪集市之城,48.5597222200,3.2988888890,中世纪的防御城镇普罗万位于强大的香槟伯爵的前领土上。它见证了国际贸易展览会和羊毛行业组织的早期发展。专门为举办博览会和相关活动而建造的普罗万城市结构至今保存完好。...,https://whc.unesco.org/en/list/873,building,France
法国 - 圣埃美隆的管辖范围,44.8947222200,-0.1552777778,罗马人将葡萄栽培引入阿基坦这片肥沃的地区，并在中世纪得到加强。圣埃美隆地区受益于其位于圣地亚哥德孔波斯特拉朝圣路线上的地理位置，从 11 世纪起，这里就修建了许多教堂、修道院和临终关怀院。在12世纪英国统治时期，它被授予“司法管辖区”的特殊地位。这是一个完全致力于葡萄酒种植的独特景观，拥有许多优良的历史...,https://whc.unesco.org/en/list/932,building,France
法国 - 勒阿弗尔，奥古斯特·佩雷重建的城市,49.4927800000,0.1075000000,勒阿弗尔市位于诺曼底英吉利海峡，在第二次世界大战期间遭到严重轰炸。 1945 年至 1964 年间，根据奥古斯特·佩雷 (Auguste Perret) 领导的团队的计划，被毁坏的地区得到了重建。该遗址成为勒阿弗尔的行政、商业和文化中心。勒阿弗尔因其统一性和完整性而在众多重建城市中脱颖而出。它将早期城镇格局和现存历史建筑的反映与城镇的新理念结合起来...,https://whc.unesco.org/en/list/1181,building,France
法国 - 波尔多，月亮港,44.8388888889,-0.5722222222,月亮港是法国西南部的港口城市波尔多，被列为有人居住的历史名城，是启蒙时代创建的杰出城市和建筑群，其价值观一直延续到20世纪上半叶，其受保护的建筑比除巴黎以外的法国任何其他城市都多。 2000 多年来，特别是自 12 世纪以来，由于商业的发展，它作为文化价值交流场所的历史作用也得到了认可。...,https://whc.unesco.org/en/list/1256,building,France
法国 - 沃邦的防御工事,42.5100000000,2.1197222222,沃邦防御工事由沿法国西部、北部和东部边界的 12 组防御建筑和遗址组成。它们代表了路易十四国王的军事工程师塞巴斯蒂安·勒普雷斯特·德·沃邦（Sébastien Le Prestre de Vauban，1633-1707 年）作品的最佳典范。系列财产包括沃邦从头开始建造的城镇、城堡、城市堡垒墙和堡垒塔。还有山堡、海堡、一座山炮台和两座山地通讯设施。这个道具...,https://whc.unesco.org/en/list/1283,building,France
法国 - 新喀里多尼亚泻湖：珊瑚礁多样性和相关生态系统,-18.4366666667,163.0802777778,该系列遗址由六个海洋群组成，代表了法属太平洋新喀里多尼亚群岛珊瑚礁和相关生态系统的主要多样性，也是世界上三个最广泛的珊瑚礁系统之一。这些泻湖拥有非凡的自然美景。它们拥有极其多样化的珊瑚和鱼类，以及从红树林到海草的连续栖息地，以及世界上最多样化的珊瑚礁结构集中度。新泻湖...,https://whc.unesco.org/en/list/1115,nature,France
法国 - 丰特奈西多会修道院,47.6394400000,4.3891100000,这座朴素的勃艮第修道院由圣伯纳德 (St Bernard) 于 1119 年建立。修道院内有教堂、回廊、餐厅、宿舍、面包店和炼铁厂，是最早的西多会修道士团体所践行的自给自足理想的绝佳例证。...,https://whc.unesco.org/en/list/165,building,France
法国 - 嘉德水道桥（罗马渡槽）,43.9472222200,4.5352777780,加尔桥 (Pont du Gard) 建于公元纪元之前不久，用于让尼姆渡槽（长约 50 公里）穿越加尔河。设计这座桥的罗马建筑师和水利工程师创造了一座技术和艺术杰作，这座桥高近 50 m，分为三层，最长的长度为 275 m。...,https://whc.unesco.org/en/list/344,building,France
法国 - 罗马剧场及其周边地区和奥兰治“凯旋门”,44.1357222222,4.8084166667,奥兰治古剧院位于罗讷河谷，其立面长 103 米，是所有伟大的罗马剧院中保存最完好的之一。罗马拱门建于公元 10 至 25 年间，是奥古斯都统治时期现存最美丽、最有趣的省级凯旋门之一。它装饰有浅浮雕，纪念罗马和平的建立。...,https://whc.unesco.org/en/list/163,building,France
法国 - 凡尔赛宫和公园,48.8050000000,2.1194444440,凡尔赛宫是路易十四至路易十六时期法国国王的主要住所。它经过几代建筑师、雕塑家、装饰师和景观设计师的精心修饰，为欧洲一个多世纪以来提供了理想皇家住所的典范。...,https://whc.unesco.org/en/list/83,building,France
法国 - 韦兹莱、教堂和山丘,47.4581305447,3.7359678117,韦兹莱本笃会修道院于 9 世纪建成后不久，就获得了抹大拉圣母玛利亚的圣物，从那时起，这里就成为了重要的朝圣地。 1146 年，圣伯纳德在此宣讲第二次十字军东征，狮心王理查德和腓力二世·奥古斯都在此会面，并于 1190 年出发参加第三次十字军东征。韦兹莱马德琳教堂是一座 12 世纪的修道院教堂，拥有雕刻的柱头和大门，是勃艮第罗马式艺术和建筑的杰作...,https://whc.unesco.org/en/list/84,building,France
法国 - 留尼汪岛的冰锥、冰斗和遗迹,-21.0994444444,55.4800000000,"留尼汪岛遗址的岩钉、冰斗和残骸与留尼旺国家公园的核心区重合。该地产占地超过 100,000 公顷，占留尼旺岛的 40%，该岛位于印度洋西南部，由两个相邻的火山群组成。该地产以两座高耸的火山山峰、巨大的城墙和三个悬崖边缘的冰斗为主，包括各种各样的崎岖地形和令人印象深刻的悬崖、森林覆盖的峡谷和盆地，营造出一种视觉上的紧张感。...",https://whc.unesco.org/en/list/1317,nature,France
法国 - 从萨兰莱班大盐场到阿尔克塞南皇家盐场，露天盐的生产,46.9375000000,5.8763888889,贝桑松附近的阿尔克塞南皇家盐场由克洛德·尼古拉斯·勒杜建造。它于 1775 年路易十六统治时期开始建造，是工业建筑的第一个重大成就，反映了启蒙运动进步的理想。这座巨大的半圆形综合体的设计目的是为了实现合理且分层的工作组织，随后将建设一座理想的城市，但这一项目从未实现。萨林斯大盐场...,https://whc.unesco.org/en/list/203,building,France
法国 - 阿尔比主教城,43.9291666667,2.1441666667,阿尔比老城位于法国西南部的塔恩河畔，体现了中世纪建筑和城市群的顶峰。如今，老桥 (Pont-Vieux)、圣萨尔维区及其教堂见证了其最初的发展（10 世纪 -11 世纪）。在针对卡特里派异端的阿尔比派十字军东征（13世纪）之后，它成为一个强大的主教城市。采用独特的法国南部哥特式风格，采用当地砖块建造，采用典型的红色和橙色颜色...,https://whc.unesco.org/en/list/1337,building,France
法国 - 沙特尔大教堂,48.4475000000,1.4872222220,沙特尔大教堂于 1145 年开始部分建成，1194 年火灾后历时 26 年重建，标志着法国哥特式艺术的顶峰。纯粹的尖顶风格的巨大中殿、装饰有 12 世纪中叶精美雕塑的门廊以及宏伟的 12 和 13 世纪彩色玻璃窗，所有这些都保存完好，使其成为一件杰作。...,https://whc.unesco.org/en/list/81,building,France
法国 - 北部-加来海峡矿盆地,50.3147222222,3.3572222222,"该遗址由 109 个独立的部分组成，占地 120,000 公顷，在 1700 年代至 1900 年代的三个世纪的煤炭开采过程中形成了引人注目的景观。它以采矿坑（其中最古老的可追溯至 1850 年）和提升基础设施、矿渣堆（其中一些占地 90 公顷，高度超过 140 米）、煤炭运输基础设施、火车站、工人宿舍为特色。庄园和矿村，包括社会栖息地、学校、宗教建筑、卫生和社区...",https://whc.unesco.org/en/list/1360,building,France
法国 - 科斯和塞文山脉，地中海农牧文化景观,44.2202777778,3.4730555556,"这片占地 302,319 公顷的土地位于法国中部南部，是一片散布着深谷的山地景观，代表了农牧系统及其生物物理环境之间的关系，特别是通过铁路或车道。高斯山脉深处梯田上的村庄和坚固的石头农舍反映了 11 世纪大型修道院的组织结构。庄园内的洛泽尔山 (Mont Lozere) 是夏季游牧活动的最后地点之一。...",https://whc.unesco.org/en/list/1153,building,France
法国 - 亚眠大教堂,49.8950000000,2.3016666670,亚眠大教堂位于皮卡第中心，是 13 世纪最大的“经典”哥特式教堂之一。它以其规划的连贯性、三层内部立面的美丽以及主立面和南耳堂上特别精美的雕塑展示而闻名。...,https://whc.unesco.org/en/list/162,building,France
法国 - 布尔日大教堂,47.0822222200,2.3983333330,布尔日圣艾蒂安大教堂建于 12 世纪末至 13 世纪末，是哥特式艺术的伟大杰作之一，因其比例和设计的统一性而备受赞誉。鼓室、雕塑和彩色玻璃窗尤其引人注目。除了建筑之美之外，它还证明了基督教在中世纪法国的力量。...,https://whc.unesco.org/en/list/635,building,France
法国 - 阿尔代什省蓬达克装饰洞穴，称为 Grotte Chauvet-Pont d’Arc,44.3875000000,4.4161111111,"该遗址位于法国南部阿尔代什河的石灰岩高原上，拥有世界上已知最早且保存最完好的人物绘画，其历史可以追溯到奥里尼亚克时期（距今 30,000-32,000 年），使其成为史前艺术的非凡见证。该洞穴在距今约 20,000 年前被落石封闭，直到 1994 年被发现为止一直处于封闭状态，这有助于使其保持原始状态。迄今为止已清点了 1,000 多张图像...",https://whc.unesco.org/en/list/1426,building,France
法国 - 勃艮第的气候、风土,47.0580555556,4.8644444444,第戎市以南的夜丘和博纳丘山坡上的葡萄园地块的气候被精确界定。由于特定的自然条件（地质和暴露）以及葡萄藤类型，它们彼此不同，并且是由人类种植塑造的。随着时间的推移，他们开始因其生产的葡萄酒而被认可。这个文化景观由两部分组成。首先，葡萄园和相关生产单位，包括村庄和博纳镇，...,https://whc.unesco.org/en/list/1425,building,France
